customer_id,city,tier,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_total,segment
C061125,Mumbai,casual,83.0,1,1896.0,4,2,2,8,New/Promising
C090553,Hyderabad,casual,630.0,3,1826.0,1,3,2,6,At Risk
C005362,Bangalore,casual,625.0,1,271.0,1,1,1,3,Needs Attention
C019517,Delhi,casual,150.0,3,2601.62,3,3,3,9,Champion
C050648,Pune,casual,407.0,1,1040.0,2,1,1,4,Needs Attention
C030707,Delhi,casual,1179.0,1,1025.0,1,1,1,3,Needs Attention
C059240,Pune,casual,38.0,1,616.0,4,1,1,6,New/Promising
C032194,Pune,casual,80.0,2,1536.0,4,2,2,8,New/Promising
C025660,Mumbai,regular,187.0,3,1667.0,3,3,2,8,Needs Attention
C091880,Delhi,loyal,35.0,18,12201.5,4,4,4,12,Champion
C013103,Delhi,casual,59.0,1,990.0,4,1,1,6,New/Promising
C049499,Delhi,regular,298.0,5,4824.82,2,4,4,10,Loyal
C071079,Hyderabad,casual,79.0,2,2327.0,4,3,3,10,Champion
C081302,Bangalore,casual,597.0,1,195.0,1,1,1,3,Needs Attention
C005376,Mumbai,casual,54.0,1,400.0,4,1,1,6,New/Promising
C020200,Pune,casual,26.0,2,2167.0,4,2,3,9,New/Promising
C022873,Bangalore,casual,169.0,1,366.0,3,1,1,5,New/Promising
C014913,Pune,casual,37.0,2,969.0,4,2,1,7,New/Promising
C073055,Bangalore,casual,40.0,3,2209.0,4,3,3,10,Champion
C084126,Mumbai,casual,15.0,2,1711.0,4,2,2,8,New/Promising
C016421,Bangalore,casual,793.0,1,614.0,1,1,1,3,Needs Attention
C072409,Pune,casual,33.0,5,4552.2,4,4,4,12,Champion
C077997,Mumbai,casual,95.0,2,1753.0,3,2,2,7,New/Promising
C046681,Pune,casual,795.0,1,997.0,1,1,1,3,Needs Attention
C078060,Bangalore,casual,9.0,1,825.0,4,1,1,6,New/Promising
C018881,Pune,casual,629.0,2,1977.0,1,2,3,6,Needs Attention
C006879,Bangalore,casual,725.0,1,1736.0,1,2,2,5,Needs Attention
C082142,Bangalore,regular,132.0,3,3048.0,3,3,3,9,Champion
C051311,Mumbai,regular,303.0,3,979.47,2,3,1,6,At Risk
C073467,Pune,casual,266.0,2,1838.22,2,2,2,6,Needs Attention
C086796,Bangalore,casual,539.0,1,1192.0,1,1,2,4,Needs Attention
C014364,Delhi,casual,451.0,3,2164.0,2,3,3,8,Loyal
C023579,Mumbai,regular,9.0,8,8212.0,4,4,4,12,Champion
C030401,Bangalore,casual,42.0,2,1482.0,4,2,2,8,New/Promising
C078258,Bangalore,casual,323.0,2,2224.0,2,3,3,8,Loyal
C017591,Delhi,regular,935.0,2,977.0,1,2,1,4,Needs Attention
C085573,Mumbai,casual,609.0,1,504.0,1,1,1,3,Needs Attention
C033057,Delhi,regular,16.0,4,2155.0,4,3,3,10,Champion
C055154,Hyderabad,casual,313.0,2,1508.0,2,2,2,6,Needs Attention
C056960,Delhi,casual,60.0,1,424.0,4,1,1,6,New/Promising
C032108,Bangalore,casual,191.0,2,1739.0,3,2,2,7,New/Promising
C087258,Bangalore,regular,490.0,2,1876.57,1,2,2,5,Needs Attention
C010479,Pune,loyal,75.0,17,16555.01,4,4,4,12,Champion
C070337,Mumbai,regular,338.0,4,4645.69,2,4,4,10,Loyal
C035986,Bangalore,casual,42.0,3,2314.0,4,3,3,10,Champion
C023356,Pune,regular,315.0,6,3612.94,2,4,4,10,Loyal
C056150,Delhi,casual,150.0,1,1039.0,3,1,1,5,New/Promising
C061441,Delhi,casual,12.0,3,1972.0,4,3,2,9,Needs Attention
C098512,Pune,loyal,105.0,24,21147.68,3,4,4,11,Champion
C088468,Pune,casual,525.0,1,1250.0,1,1,2,4,Needs Attention
C079532,Pune,casual,323.0,1,1306.0,2,1,2,5,Needs Attention
C028775,Hyderabad,casual,979.0,1,1842.0,1,2,2,5,Needs Attention
C031379,Mumbai,casual,81.0,3,1868.0,4,3,2,9,Needs Attention
C098253,Delhi,casual,511.0,2,891.0,1,2,1,4,Needs Attention
C070701,Hyderabad,casual,584.0,2,1945.42,1,2,2,5,Needs Attention
C079941,Mumbai,casual,35.0,2,2781.0,4,3,3,10,Champion
C036694,Mumbai,regular,19.0,5,4962.0,4,4,4,12,Champion
C043455,Bangalore,casual,540.0,1,259.0,1,1,1,3,Needs Attention
C032755,Mumbai,casual,30.0,3,2459.43,4,3,3,10,Champion
C099824,Hyderabad,casual,97.0,2,952.0,3,2,1,6,New/Promising
C023872,Hyderabad,casual,586.0,1,510.0,1,1,1,3,Needs Attention
C057910,Pune,casual,323.0,1,854.47,2,1,1,4,Needs Attention
C072775,Hyderabad,casual,523.0,2,1241.62,1,2,2,5,Needs Attention
C033434,Pune,casual,694.0,3,2413.82,1,3,3,7,Loyal
C004162,Delhi,casual,511.0,2,2811.0,1,3,3,7,Loyal
C048340,Delhi,regular,80.0,3,1916.22,4,3,2,9,Needs Attention
C058741,Mumbai,casual,1054.0,2,1730.0,1,2,2,5,Needs Attention
C078265,Delhi,casual,471.0,2,2498.0,2,3,3,8,Loyal
C086750,Mumbai,casual,95.0,1,262.0,3,1,1,5,New/Promising
C004402,Pune,casual,714.0,2,1689.0,1,2,2,5,Needs Attention
C050556,Pune,casual,316.0,2,1446.0,2,2,2,6,Needs Attention
C066286,Mumbai,casual,609.0,2,1421.37,1,2,2,5,Needs Attention
C086800,Mumbai,casual,247.0,1,1618.0,2,2,2,6,Needs Attention
C099230,Delhi,casual,201.0,4,4144.0,3,4,4,11,Champion
C031503,Hyderabad,casual,183.0,2,2807.0,3,3,3,9,Champion
C037230,Pune,casual,223.0,1,533.0,3,1,1,5,New/Promising
C094766,Mumbai,casual,295.0,4,3186.0,2,4,3,9,Loyal
C022838,Mumbai,regular,41.0,4,4543.0,4,4,4,12,Champion
C044395,Pune,loyal,20.0,17,11094.5,4,4,4,12,Champion
C071920,Pune,casual,274.0,1,1666.47,2,2,2,6,Needs Attention
C083243,Mumbai,casual,836.0,1,1926.0,1,2,2,5,Needs Attention
C060797,Pune,casual,510.0,2,1688.0,1,2,2,5,Needs Attention
C089867,Hyderabad,casual,43.0,3,3343.0,4,3,3,10,Champion
C015006,Pune,loyal,11.0,17,15627.68,4,4,4,12,Champion
C050306,Delhi,casual,346.0,3,4160.0,2,3,4,9,Loyal
C087630,Pune,regular,11.0,7,7309.0,4,4,4,12,Champion
C044753,Bangalore,loyal,47.0,18,15070.84,4,4,4,12,Champion
C055467,Pune,casual,162.0,2,1058.0,3,2,1,6,New/Promising
C054067,Hyderabad,casual,229.0,2,1116.0,3,2,2,7,New/Promising
C067481,Mumbai,casual,83.0,2,1590.0,4,2,2,8,New/Promising
C062376,Bangalore,regular,175.0,4,2396.0,3,3,3,9,Champion
C075681,Mumbai,casual,24.0,1,1352.0,4,2,2,8,New/Promising
C043381,Hyderabad,casual,161.0,2,1836.0,3,2,2,7,New/Promising
C083774,Pune,regular,116.0,5,4501.0,3,4,4,11,Champion
C069199,Mumbai,casual,626.0,1,1217.0,1,1,2,4,Needs Attention
C017515,Bangalore,regular,17.0,5,4094.0,4,4,4,12,Champion
C041576,Bangalore,casual,1182.0,1,1265.0,1,1,2,4,Needs Attention
C040222,Mumbai,casual,4.0,2,727.0,4,2,1,7,New/Promising
C020368,Pune,regular,148.0,4,4040.0,3,4,4,11,Champion
C033781,Delhi,regular,47.0,4,3880.24,4,4,4,12,Champion
C089233,Delhi,casual,40.0,1,1303.0,4,1,2,7,New/Promising
C080980,Pune,casual,1519.0,1,821.49,1,1,1,3,Needs Attention
C015871,Bangalore,casual,201.0,2,1605.0,3,2,2,7,New/Promising
C020157,Pune,casual,35.0,5,3312.75,4,4,3,11,Champion
C028920,Pune,casual,307.0,5,4569.85,2,4,4,10,Loyal
C047356,Bangalore,regular,252.0,7,7482.0,2,4,4,10,Loyal
C074446,Delhi,casual,737.0,1,666.22,1,1,1,3,Needs Attention
C060269,Bangalore,regular,69.0,4,4066.0,4,4,4,12,Champion
C084968,Bangalore,loyal,27.0,13,10561.0,4,4,4,12,Champion
C033992,Mumbai,loyal,26.0,19,17927.57,4,4,4,12,Champion
C043070,Hyderabad,casual,311.0,2,605.0,2,2,1,5,Needs Attention
C047183,Hyderabad,regular,76.0,4,3368.0,4,4,3,11,Champion
C043854,Hyderabad,casual,494.0,1,1018.0,1,1,1,3,Needs Attention
C091201,Mumbai,regular,324.0,5,2956.0,2,4,3,9,Loyal
C003139,Bangalore,regular,325.0,5,3913.47,2,4,4,10,Loyal
C019614,Pune,casual,400.0,1,990.0,2,1,1,4,Needs Attention
C073958,Delhi,casual,1186.0,2,1653.0,1,2,2,5,Needs Attention
C080047,Bangalore,casual,198.0,2,1268.0,3,2,2,7,New/Promising
C072140,Delhi,casual,740.0,2,1353.82,1,2,2,5,Needs Attention
C024062,Delhi,casual,47.0,2,1948.0,4,2,2,8,New/Promising
C029875,Delhi,regular,394.0,1,342.0,2,1,1,4,Needs Attention
C054580,Hyderabad,regular,77.0,7,5557.86,4,4,4,12,Champion
C006842,Pune,casual,264.0,1,558.0,2,1,1,4,Needs Attention
C031541,Delhi,loyal,16.0,22,20163.57,4,4,4,12,Champion
C039709,Delhi,regular,9.0,9,8103.57,4,4,4,12,Champion
C098841,Bangalore,casual,228.0,1,762.0,3,1,1,5,New/Promising
C055250,Pune,loyal,64.0,18,20720.94,4,4,4,12,Champion
C047281,Mumbai,casual,43.0,3,1674.0,4,3,2,9,Needs Attention
C012302,Bangalore,loyal,411.0,9,8916.0,2,4,4,10,Loyal
C005550,Mumbai,loyal,299.0,12,9009.52,2,4,4,10,Loyal
C097512,Bangalore,casual,229.0,1,534.0,3,1,1,5,New/Promising
C000251,Delhi,casual,493.0,1,315.37,1,1,1,3,Needs Attention
C006526,Bangalore,casual,67.0,1,466.0,4,1,1,6,New/Promising
C069209,Bangalore,casual,3.0,1,539.0,4,1,1,6,New/Promising
C091110,Pune,loyal,11.0,11,9243.0,4,4,4,12,Champion
C087723,Pune,regular,46.0,7,6007.0,4,4,4,12,Champion
C032704,Mumbai,casual,319.0,3,3255.0,2,3,3,8,Loyal
C076049,Hyderabad,casual,173.0,2,1874.0,3,2,2,7,New/Promising
C086448,Delhi,casual,63.0,6,5119.0,4,4,4,12,Champion
C011282,Delhi,casual,455.0,2,1927.0,2,2,2,6,Needs Attention
C054000,Pune,loyal,65.0,21,16097.37,4,4,4,12,Champion
C073719,Delhi,casual,188.0,1,312.0,3,1,1,5,New/Promising
C060648,Hyderabad,regular,53.0,3,3405.0,4,3,3,10,Champion
C037793,Hyderabad,casual,220.0,1,996.0,3,1,1,5,New/Promising
C039377,Delhi,casual,14.0,2,858.87,4,2,1,7,New/Promising
C045094,Hyderabad,regular,18.0,2,1601.59,4,2,2,8,New/Promising
C020640,Mumbai,regular,144.0,3,535.67,3,3,1,7,Needs Attention
C063774,Mumbai,casual,179.0,4,5337.0,3,4,4,11,Champion
C029255,Pune,regular,10.0,3,3130.0,4,3,3,10,Champion
C070634,Delhi,casual,55.0,3,3603.0,4,3,4,11,Champion
C086756,Delhi,casual,150.0,3,3606.0,3,3,4,10,Champion
C028489,Pune,casual,43.0,2,2003.0,4,2,3,9,New/Promising
C016034,Hyderabad,casual,760.0,2,1802.0,1,2,2,5,Needs Attention
C019801,Pune,regular,362.0,3,1985.01,2,3,3,8,Loyal
C016770,Hyderabad,casual,290.0,1,1068.0,2,1,1,4,Needs Attention
C010910,Pune,casual,146.0,3,2912.0,3,3,3,9,Champion
C095078,Delhi,regular,338.0,2,2019.0,2,2,3,7,Needs Attention
C045703,Delhi,casual,594.0,2,3266.0,1,3,3,7,Loyal
C029688,Hyderabad,casual,587.0,1,213.0,1,1,1,3,Needs Attention
C006397,Delhi,regular,333.0,2,1955.48,2,2,2,6,Needs Attention
C097597,Mumbai,casual,114.0,1,1864.0,3,2,2,7,New/Promising
C084465,Delhi,casual,178.0,2,2140.0,3,2,3,8,New/Promising
C021375,Bangalore,casual,175.0,3,2219.84,3,3,3,9,Champion
C059926,Bangalore,casual,469.0,1,708.48,2,1,1,4,Needs Attention
C088708,Mumbai,casual,987.0,1,1285.0,1,1,2,4,Needs Attention
C037234,Hyderabad,casual,313.0,2,2162.47,2,2,3,7,Needs Attention
C006332,Pune,casual,118.0,1,1188.0,3,1,2,6,New/Promising
C024921,Bangalore,regular,57.0,6,6616.0,4,4,4,12,Champion
C084316,Hyderabad,casual,250.0,3,1122.0,2,3,2,7,At Risk
C012766,Pune,casual,219.0,2,3036.0,3,3,3,9,Champion
C007001,Delhi,casual,198.0,3,4274.0,3,3,4,10,Champion
C043559,Mumbai,casual,270.0,2,1291.0,2,2,2,6,Needs Attention
C001957,Pune,casual,157.0,2,2023.0,3,2,3,8,New/Promising
C000518,Pune,casual,336.0,1,342.0,2,1,1,4,Needs Attention
C063188,Mumbai,casual,51.0,2,2012.0,4,2,3,9,New/Promising
C032743,Pune,casual,563.0,1,1224.0,1,1,2,4,Needs Attention
C013104,Hyderabad,casual,900.0,2,1767.0,1,2,2,5,Needs Attention
C072500,Delhi,casual,301.0,3,2986.47,2,3,3,8,Loyal
C088298,Delhi,casual,271.0,3,2163.47,2,3,3,8,Loyal
C095005,Bangalore,regular,111.0,2,2469.0,3,3,3,9,Champion
C049121,Hyderabad,regular,26.0,6,6164.0,4,4,4,12,Champion
C091291,Hyderabad,casual,123.0,2,1397.0,3,2,2,7,New/Promising
C024285,Bangalore,casual,1133.0,2,2024.0,1,2,3,6,Needs Attention
C026149,Bangalore,casual,241.0,5,1848.45,2,4,2,8,At Risk
C077638,Pune,casual,194.0,3,2677.66,3,3,3,9,Champion
C093816,Bangalore,casual,192.0,1,1408.0,3,2,2,7,New/Promising
C078751,Bangalore,casual,44.0,1,419.0,4,1,1,6,New/Promising
C040843,Mumbai,casual,85.0,4,4427.0,4,4,4,12,Champion
C097824,Bangalore,casual,441.0,4,2353.0,2,3,3,8,Loyal
C042820,Bangalore,casual,28.0,2,1507.0,4,2,2,8,New/Promising
C005203,Hyderabad,casual,620.0,2,2675.0,1,3,3,7,Loyal
C051580,Delhi,casual,261.0,2,2112.0,2,2,3,7,Needs Attention
C032504,Delhi,casual,870.0,2,1584.0,1,2,2,5,Needs Attention
C086365,Hyderabad,regular,99.0,10,10667.26,3,4,4,11,Champion
C083852,Pune,loyal,74.0,15,15320.62,4,4,4,12,Champion
C041853,Bangalore,regular,51.0,2,2995.47,4,3,3,10,Champion
C087407,Pune,loyal,133.0,13,13473.24,3,4,4,11,Champion
C052329,Pune,casual,561.0,2,1808.0,1,2,2,5,Needs Attention
C054225,Pune,casual,359.0,1,1451.0,2,2,2,6,Needs Attention
C096039,Delhi,casual,47.0,2,1371.0,4,2,2,8,New/Promising
C048430,Delhi,casual,295.0,2,1461.47,2,2,2,6,Needs Attention
C097562,Delhi,regular,194.0,5,4392.52,3,4,4,11,Champion
C091461,Hyderabad,casual,32.0,1,1655.0,4,2,2,8,New/Promising
C069598,Hyderabad,casual,1268.0,1,1054.97,1,1,1,3,Needs Attention
C057253,Bangalore,casual,6.0,4,3981.0,4,4,4,12,Champion
C060205,Delhi,casual,22.0,3,1692.11,4,3,2,9,Needs Attention
C025396,Hyderabad,regular,110.0,1,957.0,3,1,1,5,New/Promising
C047849,Mumbai,casual,331.0,2,764.47,2,2,1,5,Needs Attention
C028795,Bangalore,loyal,26.0,15,12394.01,4,4,4,12,Champion
C092510,Pune,loyal,73.0,14,12419.0,4,4,4,12,Champion
C039615,Pune,casual,76.0,2,1298.0,4,2,2,8,New/Promising
C051954,Pune,regular,109.0,7,9598.29,3,4,4,11,Champion
C010933,Hyderabad,casual,236.0,2,813.0,2,2,1,5,Needs Attention
C093736,Hyderabad,regular,118.0,3,1460.67,3,3,2,8,Needs Attention
C040547,Hyderabad,casual,483.0,1,1651.0,1,2,2,5,Needs Attention
C003196,Pune,casual,815.0,1,1474.0,1,2,2,5,Needs Attention
C032985,Delhi,casual,422.0,1,494.0,2,1,1,4,Needs Attention
C016676,Bangalore,casual,552.0,3,2310.97,1,3,3,7,Loyal
C091420,Delhi,casual,210.0,3,3412.0,3,3,3,9,Champion
C099379,Bangalore,loyal,11.0,19,19344.0,4,4,4,12,Champion
C010022,Mumbai,regular,87.0,7,7198.82,4,4,4,12,Champion
C060097,Hyderabad,regular,173.0,3,1700.0,3,3,2,8,Needs Attention
C084653,Hyderabad,regular,399.0,7,4476.89,2,4,4,10,Loyal
C019136,Bangalore,regular,411.0,4,5852.0,2,4,4,10,Loyal
C074180,Hyderabad,regular,87.0,7,7540.0,4,4,4,12,Champion
C030712,Mumbai,casual,293.0,2,2204.0,2,2,3,7,Needs Attention
C020963,Hyderabad,casual,72.0,2,1390.0,4,2,2,8,New/Promising
C075683,Mumbai,regular,169.0,8,7850.0,3,4,4,11,Champion
C010876,Mumbai,casual,341.0,2,2782.0,2,3,3,8,Loyal
C052593,Bangalore,regular,960.0,1,1468.0,1,2,2,5,Needs Attention
C084400,Hyderabad,casual,4.0,3,4185.0,4,3,4,11,Champion
C060481,Delhi,casual,36.0,2,1267.0,4,2,2,8,New/Promising
C016451,Pune,casual,36.0,4,2417.98,4,3,3,10,Champion
C082060,Hyderabad,casual,875.0,1,430.0,1,1,1,3,Needs Attention
C095975,Mumbai,casual,254.0,2,2572.0,2,3,3,8,Loyal
C059457,Bangalore,casual,453.0,3,2603.0,2,3,3,8,Loyal
C086204,Pune,regular,172.0,5,6220.0,3,4,4,11,Champion
C045250,Pune,casual,267.0,2,2600.69,2,3,3,8,Loyal
C018079,Hyderabad,regular,125.0,3,3487.0,3,3,3,9,Champion
C056535,Pune,casual,59.0,2,1636.0,4,2,2,8,New/Promising
C030660,Pune,regular,177.0,6,6613.0,3,4,4,11,Champion
C041299,Hyderabad,casual,592.0,1,994.0,1,1,1,3,Needs Attention
C090407,Pune,casual,951.0,1,712.0,1,1,1,3,Needs Attention
C050179,Delhi,casual,1054.0,1,776.0,1,1,1,3,Needs Attention
C090969,Delhi,casual,357.0,1,1546.01,2,2,2,6,Needs Attention
C047776,Mumbai,casual,84.0,4,4939.0,4,4,4,12,Champion
C086712,Hyderabad,casual,957.0,1,796.0,1,1,1,3,Needs Attention
C087479,Hyderabad,casual,1059.0,1,1449.86,1,2,2,5,Needs Attention
C039842,Delhi,regular,83.0,7,4743.76,4,4,4,12,Champion
C036084,Mumbai,casual,17.0,2,2317.0,4,3,3,10,Champion
C078611,Mumbai,regular,157.0,7,7399.0,3,4,4,11,Champion
C008373,Delhi,regular,987.0,2,1489.0,1,2,2,5,Needs Attention
C044962,Hyderabad,casual,79.0,1,1018.0,4,1,1,6,New/Promising
C022167,Delhi,casual,269.0,2,2934.0,2,3,3,8,Loyal
C053990,Mumbai,casual,1080.0,1,1147.0,1,1,2,4,Needs Attention
C079469,Pune,casual,1087.0,1,600.0,1,1,1,3,Needs Attention
C079749,Bangalore,casual,301.0,2,1147.0,2,2,2,6,Needs Attention
C086129,Hyderabad,loyal,65.0,19,17092.0,4,4,4,12,Champion
C093628,Bangalore,casual,211.0,2,1475.86,3,2,2,7,New/Promising
C013010,Hyderabad,loyal,12.0,12,11871.45,4,4,4,12,Champion
C087676,Mumbai,loyal,21.0,13,11270.47,4,4,4,12,Champion
C004807,Delhi,regular,196.0,6,4176.0,3,4,4,11,Champion
C014561,Delhi,regular,727.0,3,1841.0,1,3,2,6,At Risk
C066062,Pune,casual,74.0,1,1048.0,4,1,1,6,New/Promising
C034079,Mumbai,casual,5.0,2,2207.0,4,2,3,9,New/Promising
C013055,Delhi,casual,300.0,1,1192.0,2,1,2,5,Needs Attention
C034575,Delhi,casual,145.0,2,2072.0,3,2,3,8,New/Promising
C071909,Bangalore,casual,513.0,1,1212.0,1,1,2,4,Needs Attention
C026986,Delhi,casual,643.0,1,354.44,1,1,1,3,Needs Attention
C014510,Mumbai,casual,193.0,3,1920.0,3,3,2,8,Needs Attention
C032806,Delhi,regular,149.0,2,1261.0,3,2,2,7,New/Promising
C039573,Bangalore,casual,596.0,4,3360.0,1,4,3,8,Loyal
C077391,Pune,casual,113.0,4,4857.0,3,4,4,11,Champion
C015997,Bangalore,regular,12.0,6,7598.71,4,4,4,12,Champion
C011861,Mumbai,casual,724.0,1,317.0,1,1,1,3,Needs Attention
C019861,Pune,casual,98.0,3,2646.0,3,3,3,9,Champion
C033355,Hyderabad,regular,222.0,7,5439.48,3,4,4,11,Champion
C027794,Delhi,casual,845.0,1,290.0,1,1,1,3,Needs Attention
C065060,Bangalore,casual,309.0,1,1280.0,2,1,2,5,Needs Attention
C049034,Mumbai,casual,492.0,2,1951.62,1,2,2,5,Needs Attention
C069358,Hyderabad,casual,108.0,2,1987.0,3,2,3,8,New/Promising
C057842,Pune,casual,227.0,1,1290.0,3,1,2,6,New/Promising
C005830,Pune,casual,420.0,2,1373.66,2,2,2,6,Needs Attention
C058886,Pune,casual,11.0,2,1624.0,4,2,2,8,New/Promising
C099258,Mumbai,casual,448.0,1,1223.0,2,1,2,5,Needs Attention
C079199,Bangalore,casual,349.0,2,1481.0,2,2,2,6,Needs Attention
C043108,Bangalore,casual,727.0,2,1986.0,1,2,3,6,Needs Attention
C048385,Delhi,casual,73.0,1,450.0,4,1,1,6,New/Promising
C039945,Bangalore,casual,79.0,2,1249.0,4,2,2,8,New/Promising
C027550,Pune,regular,449.0,2,1536.0,2,2,2,6,Needs Attention
C040454,Pune,casual,,1,238.09,4,1,1,6,New/Promising
C098776,Delhi,casual,67.0,2,925.0,4,2,1,7,New/Promising
C042547,Delhi,casual,19.0,1,1732.0,4,2,2,8,New/Promising
C094162,Delhi,regular,114.0,6,3667.56,3,4,4,11,Champion
C087001,Bangalore,loyal,243.0,10,11122.0,2,4,4,10,Loyal
C051974,Bangalore,regular,14.0,3,2522.0,4,3,3,10,Champion
C052277,Pune,regular,57.0,6,6957.0,4,4,4,12,Champion
C099276,Hyderabad,casual,1011.0,1,1901.0,1,2,2,5,Needs Attention
C099424,Pune,regular,77.0,5,4656.0,4,4,4,12,Champion
C095590,Pune,loyal,7.0,22,20394.27,4,4,4,12,Champion
C076853,Pune,casual,654.0,3,2514.27,1,3,3,7,Loyal
C018249,Delhi,casual,576.0,2,1555.0,1,2,2,5,Needs Attention
C036575,Delhi,regular,198.0,2,2541.0,3,3,3,9,Champion
C094695,Hyderabad,casual,922.0,1,827.0,1,1,1,3,Needs Attention
C080471,Pune,loyal,112.0,10,8386.0,3,4,4,11,Champion
C095658,Delhi,casual,6.0,4,4802.0,4,4,4,12,Champion
C001319,Hyderabad,casual,427.0,1,836.0,2,1,1,4,Needs Attention
C003201,Delhi,casual,583.0,1,775.0,1,1,1,3,Needs Attention
C011770,Pune,loyal,81.0,13,10934.99,4,4,4,12,Champion
C061488,Hyderabad,casual,264.0,4,5268.02,2,4,4,10,Loyal
C039148,Bangalore,casual,3.0,2,3234.0,4,3,3,10,Champion
C022758,Mumbai,casual,503.0,2,1597.0,1,2,2,5,Needs Attention
C028386,Pune,regular,362.0,4,5578.0,2,4,4,10,Loyal
C017327,Bangalore,casual,368.0,2,573.0,2,2,1,5,Needs Attention
C023314,Hyderabad,casual,535.0,2,2086.0,1,2,3,6,Needs Attention
C063458,Hyderabad,casual,131.0,5,5010.0,3,4,4,11,Champion
C013629,Pune,loyal,125.0,9,9544.0,3,4,4,11,Champion
C046106,Hyderabad,regular,6.0,3,1890.0,4,3,2,9,Needs Attention
C002422,Hyderabad,regular,46.0,9,5064.0,4,4,4,12,Champion
C056591,Pune,casual,200.0,1,1299.0,3,1,2,6,New/Promising
C009865,Hyderabad,casual,375.0,1,884.0,2,1,1,4,Needs Attention
C033655,Delhi,regular,256.0,5,4410.26,2,4,4,10,Loyal
C086382,Delhi,casual,464.0,3,4958.0,2,3,4,9,Loyal
C014002,Mumbai,casual,147.0,4,2710.3,3,3,3,9,Champion
C018187,Mumbai,casual,808.0,2,567.0,1,2,1,4,Needs Attention
C006039,Bangalore,casual,450.0,1,397.0,2,1,1,4,Needs Attention
C005623,Pune,regular,25.0,5,5114.47,4,4,4,12,Champion
C064590,Bangalore,casual,511.0,1,491.0,1,1,1,3,Needs Attention
C054072,Delhi,casual,35.0,2,1254.0,4,2,2,8,New/Promising
C067980,Bangalore,casual,271.0,1,504.0,2,1,1,4,Needs Attention
C070146,Mumbai,casual,454.0,2,1429.0,2,2,2,6,Needs Attention
C093616,Delhi,casual,686.0,1,388.0,1,1,1,3,Needs Attention
C068606,Bangalore,casual,327.0,2,1782.0,2,2,2,6,Needs Attention
C011150,Hyderabad,casual,1458.0,2,2246.0,1,3,3,7,Loyal
C074997,Mumbai,regular,138.0,8,5958.25,3,4,4,11,Champion
C088959,Mumbai,regular,104.0,5,5406.41,3,4,4,11,Champion
C056025,Bangalore,casual,631.0,1,2196.0,1,2,3,6,Needs Attention
C076208,Pune,casual,387.0,4,1506.0,2,3,2,7,At Risk
C052570,Bangalore,casual,344.0,1,522.01,2,1,1,4,Needs Attention
C036807,Delhi,casual,172.0,1,1535.0,3,2,2,7,New/Promising
C025123,Bangalore,regular,221.0,4,3579.94,3,4,4,11,Champion
C078121,Mumbai,regular,89.0,4,3610.0,4,4,4,12,Champion
C065748,Pune,casual,166.0,1,210.0,3,1,1,5,New/Promising
C095199,Hyderabad,casual,84.0,3,4261.0,4,3,4,11,Champion
C098334,Hyderabad,casual,183.0,2,1826.0,3,2,2,7,New/Promising
C024533,Mumbai,loyal,61.0,16,14813.0,4,4,4,12,Champion
C096911,Hyderabad,casual,238.0,1,425.0,2,1,1,4,Needs Attention
C038918,Hyderabad,casual,415.0,2,2092.39,2,2,3,7,Needs Attention
C098153,Delhi,casual,44.0,4,4261.8,4,4,4,12,Champion
C061232,Pune,loyal,11.0,20,16040.69,4,4,4,12,Champion
C062782,Hyderabad,loyal,51.0,15,15049.97,4,4,4,12,Champion
C041831,Delhi,casual,607.0,1,494.0,1,1,1,3,Needs Attention
C095357,Delhi,casual,462.0,1,430.0,2,1,1,4,Needs Attention
C073139,Bangalore,casual,106.0,3,1410.0,3,3,2,8,Needs Attention
C080334,Hyderabad,casual,362.0,1,726.0,2,1,1,4,Needs Attention
C039571,Mumbai,casual,69.0,6,4395.0,4,4,4,12,Champion
C030167,Mumbai,casual,1223.0,1,1071.66,1,1,2,4,Needs Attention
C041882,Mumbai,regular,34.0,4,1704.73,4,3,2,9,Needs Attention
C041627,Pune,casual,197.0,1,1040.0,3,1,1,5,New/Promising
C041532,Bangalore,casual,279.0,3,3829.0,2,3,4,9,Loyal
C006354,Bangalore,casual,441.0,1,942.0,2,1,1,4,Needs Attention
C023334,Bangalore,casual,200.0,2,972.0,3,2,1,6,New/Promising
C050063,Mumbai,casual,583.0,4,3351.63,1,4,3,8,Loyal
C006856,Pune,regular,166.0,3,1903.0,3,3,2,8,Needs Attention
C054375,Delhi,casual,448.0,1,1214.0,2,1,2,5,Needs Attention
C081965,Bangalore,casual,756.0,1,744.0,1,1,1,3,Needs Attention
C038803,Delhi,casual,492.0,1,768.0,1,1,1,3,Needs Attention
C005035,Bangalore,regular,326.0,4,3872.0,2,4,4,10,Loyal
C021114,Bangalore,casual,849.0,2,1766.0,1,2,2,5,Needs Attention
C009530,Mumbai,casual,599.0,1,550.0,1,1,1,3,Needs Attention
C011797,Bangalore,casual,1195.0,1,1359.66,1,2,2,5,Needs Attention
C012672,Mumbai,casual,362.0,3,3820.0,2,3,4,9,Loyal
C033188,Delhi,casual,357.0,1,1486.0,2,2,2,6,Needs Attention
C057813,Pune,casual,224.0,2,1266.0,3,2,2,7,New/Promising
C056210,Hyderabad,casual,326.0,3,1978.0,2,3,3,8,Loyal
C015216,Delhi,casual,628.0,3,3329.21,1,3,3,7,Loyal
