PerformanceRating_ID;PerformanceCode;Employee_ID;ReviewDateKey;EnvironmentSatisfactionKey;JobSatisfactionKey;RelationshipSatisfactionKey;WorkLifeBalanceKey;SelfRatingKey;ManagerRatingKey;TrainingOpportunitiesWithinYear;TrainingOpportunitiesTaken;ReviewCount
3490;PR4134;464;20200713;5;2;5;1;3;3;2;0;1
3491;PR4135;1434;20200713;3;2;1;2;3;4;3;2;1
3492;PR4136;113;20200713;5;1;3;2;1;2;1;0;1
3493;PR4137;1307;20200714;5;5;5;2;3;3;3;1;1
3494;PR4138;243;20200714;2;2;5;2;2;3;1;1;1
3495;PR4139;569;20200714;2;3;2;3;3;3;2;1;1
3496;PR414;729;20141104;5;2;5;1;1;2;3;1;1
3497;PR4140;1247;20200716;3;2;5;3;1;1;3;0;1
3498;PR4141;1165;20200716;2;5;5;5;3;4;3;0;1
3499;PR4142;1292;20200716;2;2;3;2;3;3;3;1;1
3500;PR4143;1246;20200717;3;2;2;3;1;1;2;2;1
3501;PR4144;1385;20200717;1;1;2;1;2;3;1;0;1
3502;PR4145;1406;20200717;2;2;2;3;2;3;1;0;1
3503;PR4146;129;20200717;3;2;1;1;2;3;1;3;1
3504;PR4147;1250;20200717;4;1;2;2;1;2;3;2;1
3505;PR4148;1427;20200718;2;5;5;1;2;3;3;1;1
3506;PR4149;1096;20200718;2;5;1;3;2;3;1;1;1
3507;PR415;1362;20141106;2;3;5;2;1;1;2;0;1
3508;PR4150;279;20200718;2;2;3;3;2;2;3;1;1
3509;PR4151;1431;20200718;2;2;1;5;1;2;3;2;1
3510;PR4152;955;20200719;3;3;3;2;3;4;2;0;1
3511;PR4153;734;20200719;2;1;5;5;3;4;2;1;1
3512;PR4154;982;20200719;5;5;1;5;3;4;3;1;1
3513;PR4155;1220;20200719;5;1;1;1;3;4;1;0;1
3514;PR4156;844;20200720;3;5;1;5;1;2;1;1;1
3515;PR4157;1039;20200720;3;3;5;1;3;3;3;0;1
3516;PR4158;373;20200721;5;1;5;5;3;3;2;2;1
3517;PR4159;643;20200722;3;2;1;1;2;3;3;1;1
3518;PR416;1464;20141108;3;5;5;3;2;3;3;1;1
3519;PR4160;1391;20200722;5;2;1;5;3;3;1;1;1
3520;PR4161;407;20200722;5;3;1;1;2;3;2;2;1
3521;PR4162;1283;20200723;2;1;5;2;3;4;3;3;1
3522;PR4163;1037;20200723;5;1;2;2;2;2;2;0;1
3523;PR4164;300;20200723;5;5;3;1;3;3;2;3;1
3524;PR4165;1334;20200723;3;3;1;2;1;1;3;0;1
3525;PR4166;889;20200724;2;1;5;1;2;2;3;1;1
3526;PR4167;1218;20200724;3;2;1;1;1;1;3;0;1
3527;PR4168;190;20200724;2;2;3;1;2;3;3;0;1
3528;PR4169;393;20200724;5;1;3;5;1;2;1;0;1
3529;PR417;995;20141109;5;3;1;2;1;1;2;1;1
3530;PR4170;1230;20200724;3;3;2;5;1;1;2;3;1
3531;PR4171;1137;20200725;3;1;2;2;2;3;1;1;1
3532;PR4172;703;20200726;2;2;3;2;3;3;1;1;1
3533;PR4173;649;20200726;3;1;1;5;1;2;3;0;1
3534;PR4174;1398;20200727;2;2;2;2;1;2;1;1;1
3535;PR4175;60;20200727;2;2;2;5;1;1;2;1;1
3536;PR4176;1159;20200729;2;1;1;1;3;3;2;0;1
3537;PR4177;112;20200729;5;5;2;3;3;3;1;1;1
3538;PR4178;888;20200729;5;1;3;3;3;3;2;0;1
3539;PR4179;978;20200729;3;5;3;3;2;2;1;2;1
3540;PR418;341;20141112;2;1;1;2;2;2;3;1;1
3541;PR4180;1239;20200730;5;2;2;1;3;3;1;0;1
3542;PR4181;701;20200731;3;1;3;3;3;4;3;0;1
3543;PR4182;500;20200731;2;5;3;5;3;4;2;2;1
3544;PR4183;430;20200731;2;5;3;2;3;4;1;1;1
3545;PR4184;47;20200801;3;2;1;2;1;1;2;1;1
3546;PR4185;647;20200802;2;3;5;2;1;2;1;0;1
3547;PR4186;1176;20200802;2;5;5;2;2;2;3;2;1
3548;PR4187;602;20200803;5;1;5;5;2;2;1;1;1
3549;PR4188;483;20200803;5;3;2;1;3;4;3;1;1
3550;PR4189;1369;20200803;5;3;3;3;1;1;1;3;1
3551;PR419;1412;20141112;5;1;5;3;2;3;3;0;1
3552;PR4190;992;20200803;5;3;3;5;2;3;2;2;1
3553;PR4191;665;20200803;5;2;1;2;1;2;3;3;1
3554;PR4192;607;20200805;5;5;1;3;1;2;3;2;1
3555;PR4193;1088;20200805;3;3;2;1;3;4;1;3;1
3556;PR4194;804;20200805;3;2;5;3;1;2;3;0;1
3557;PR4195;756;20200806;2;5;1;3;1;1;3;2;1
3558;PR4196;525;20200808;2;1;3;5;2;2;1;2;1
3559;PR4197;912;20200808;3;5;2;1;3;3;3;0;1
3560;PR4198;615;20200808;3;1;3;2;2;3;2;0;1
3561;PR4199;246;20200809;2;3;5;5;2;2;2;0;1
3562;PR42;1400;20130205;5;3;2;1;3;3;3;1;1
3563;PR420;1103;20141123;5;5;1;1;2;2;2;2;1
3564;PR4200;269;20200810;5;5;5;2;3;4;1;0;1
3565;PR4201;490;20200810;2;1;3;2;1;2;3;3;1
3566;PR4202;860;20200811;2;2;3;5;1;2;3;0;1
3567;PR4203;620;20200811;2;3;3;1;3;3;1;2;1
3568;PR4204;369;20200811;5;5;3;1;3;4;3;1;1
3569;PR4205;23;20200812;5;1;2;3;3;3;3;2;1
3570;PR4206;400;20200812;2;3;3;5;2;2;1;0;1
3571;PR4207;859;20200812;2;2;5;1;1;1;3;0;1
3572;PR4208;100;20200812;2;2;5;1;2;2;1;1;1
3573;PR4209;611;20200812;2;3;5;2;2;3;1;0;1
3574;PR421;526;20141126;2;2;5;1;3;4;2;1;1
3575;PR4210;993;20200813;3;2;2;2;2;3;3;1;1
3576;PR4211;26;20200813;2;3;2;5;1;2;1;0;1
3577;PR4212;628;20200813;5;2;5;3;1;2;2;0;1
3578;PR4213;829;20200813;2;1;1;1;2;2;1;1;1
3579;PR4214;1236;20200813;5;3;1;2;1;1;1;0;1
3580;PR4215;1465;20200813;3;5;5;3;3;3;3;0;1
3581;PR4216;557;20200814;5;2;5;3;1;1;3;1;1
3582;PR4217;1192;20200814;3;5;5;2;3;3;3;3;1
3583;PR4218;1011;20200814;2;5;1;2;2;2;3;0;1
3584;PR4219;244;20200815;5;2;5;3;2;3;2;0;1
3585;PR422;623;20141126;2;3;1;1;2;3;1;0;1
3586;PR4220;361;20200815;3;2;5;3;3;4;2;3;1
3587;PR4221;1151;20200815;2;1;5;3;2;3;3;0;1
3588;PR4222;640;20200815;3;3;2;1;2;2;1;1;1
3589;PR4223;983;20200815;3;3;5;3;3;3;2;1;1
3590;PR4224;307;20200816;2;1;3;5;2;3;2;0;1
3591;PR4225;466;20200816;2;2;5;3;2;3;1;0;1
3592;PR4226;743;20200816;3;5;5;5;3;4;3;1;1
3593;PR4227;1048;20200817;5;3;5;2;1;1;3;2;1
3594;PR4228;1286;20200817;3;2;2;2;2;3;3;1;1
3595;PR4229;1172;20200817;3;1;2;1;3;3;1;0;1
3596;PR423;1076;20141204;3;2;3;2;2;3;1;2;1
3597;PR4230;1235;20200817;2;2;2;1;3;4;3;1;1
3598;PR4231;692;20200818;2;2;3;5;2;2;2;1;1
3599;PR4232;1139;20200819;2;1;3;2;1;2;2;1;1
3600;PR4233;1429;20200820;3;2;2;2;3;3;2;1;1
3601;PR4234;237;20200820;5;1;5;1;2;2;3;2;1
3602;PR4235;555;20200820;5;2;1;2;3;4;3;3;1
3603;PR4236;700;20200820;3;5;2;1;2;2;3;1;1
3604;PR4237;220;20200821;3;5;5;2;2;2;1;1;1
3605;PR4238;143;20200822;3;1;2;5;3;3;3;0;1
3606;PR4239;64;20200822;5;2;5;5;2;3;2;1;1
3607;PR424;1277;20141204;2;5;3;2;3;4;3;1;1
3608;PR4240;343;20200822;2;5;2;3;3;3;3;2;1
3609;PR4241;149;20200823;3;3;2;5;1;1;1;2;1
3610;PR4242;176;20200823;2;1;2;5;3;4;1;0;1
3611;PR4243;1193;20200824;2;1;5;3;2;2;2;0;1
3612;PR4244;371;20200824;2;1;3;5;3;3;1;0;1
3613;PR4245;596;20200825;5;1;3;3;1;2;1;1;1
3614;PR4246;401;20200825;5;2;1;1;3;4;3;1;1
3615;PR4247;451;20200826;2;5;3;3;1;2;3;0;1
3616;PR4248;987;20200827;3;5;5;3;2;3;1;0;1
3617;PR4249;866;20200828;3;5;5;1;3;4;3;0;1
3618;PR425;334;20141206;3;5;5;3;2;3;1;3;1
3619;PR4250;139;20200829;5;1;3;5;2;3;2;1;1
3620;PR4251;1326;20200830;5;3;5;3;1;1;3;1;1
3621;PR4252;1108;20200830;5;3;5;2;1;1;3;1;1
3622;PR4253;121;20200831;2;2;3;5;1;1;1;0;1
3623;PR4254;1078;20200831;2;1;3;2;2;3;3;0;1
3624;PR4255;261;20200901;2;5;5;1;1;2;3;0;1
3625;PR4256;1135;20200901;3;3;1;3;3;3;2;0;1
3626;PR4257;110;20200901;5;2;1;3;3;4;3;0;1
3627;PR4258;1227;20200902;3;5;3;2;1;2;2;1;1
3628;PR4259;268;20200902;2;2;1;5;1;2;1;0;1
3629;PR426;511;20141209;3;3;1;3;3;3;2;2;1
3630;PR4260;214;20200902;3;3;5;1;3;3;3;3;1
3631;PR4261;642;20200902;5;2;2;3;3;4;1;1;1
3632;PR4262;816;20200902;2;2;3;1;3;4;3;1;1
3633;PR4263;315;20200903;5;2;5;2;2;2;2;0;1
3634;PR4264;1415;20200903;2;3;5;3;3;4;1;1;1
3635;PR4265;688;20200903;5;1;5;5;3;4;3;2;1
3636;PR4266;656;20200904;3;1;5;1;1;2;3;0;1
3637;PR4267;1000;20200905;3;2;1;5;1;1;3;2;1
3638;PR4268;1186;20200907;3;5;1;1;3;3;1;2;1
3639;PR4269;50;20200907;3;2;3;5;2;3;3;1;1
3640;PR427;1057;20141209;5;2;1;2;2;3;3;2;1
3641;PR4270;86;20200907;2;2;2;2;2;2;1;0;1
3642;PR4271;921;20200907;5;3;2;2;1;2;1;1;1
3643;PR4272;897;20200908;2;2;1;2;2;2;3;1;1
3644;PR4273;65;20200908;5;2;3;5;3;4;2;2;1
3645;PR4274;174;20200910;3;2;1;5;1;2;2;2;1
3646;PR4275;1012;20200910;2;1;1;2;2;2;3;1;1
3647;PR4276;376;20200911;5;5;1;3;2;2;2;0;1
3648;PR4277;810;20200911;2;2;1;2;1;2;1;2;1
3649;PR4278;1065;20200911;2;3;2;2;3;3;3;0;1
3650;PR4279;455;20200911;5;3;3;1;2;2;1;0;1
3651;PR428;582;20141210;2;2;1;2;3;4;2;3;1
3652;PR4280;518;20200912;5;3;2;2;3;4;1;0;1
3653;PR4281;1424;20200912;5;2;1;3;3;4;2;1;1
3654;PR4282;560;20200913;3;1;3;3;2;2;2;1;1
3655;PR4283;358;20200913;5;5;2;1;3;4;3;0;1
3656;PR4284;182;20200914;3;5;1;2;3;3;1;1;1
3657;PR4285;752;20200914;2;1;5;3;3;4;3;1;1
3658;PR4286;1200;20200914;5;2;3;5;3;4;3;1;1
3659;PR4287;347;20200915;3;1;5;3;2;3;3;3;1
3660;PR4288;935;20200915;3;5;3;1;1;1;2;0;1
3661;PR4289;342;20200917;2;3;2;5;3;4;3;1;1
3662;PR429;1331;20141214;5;2;5;5;3;3;2;3;1
3663;PR4290;497;20200918;2;5;5;3;1;1;3;0;1
3664;PR4291;1177;20200918;2;2;2;2;3;3;1;0;1
3665;PR4292;275;20200919;5;2;1;2;3;4;2;1;1
3666;PR4293;1170;20200919;3;2;3;5;3;4;2;2;1
3667;PR4294;294;20200920;3;5;5;2;1;2;1;0;1
3668;PR4295;736;20200920;2;1;3;5;2;2;2;2;1
3669;PR4296;51;20200921;2;1;3;3;3;3;1;0;1
3670;PR4297;1312;20200922;5;1;5;3;3;3;2;2;1
3671;PR4298;398;20200922;2;2;1;1;2;3;1;0;1
3672;PR4299;1350;20200922;5;5;1;3;3;4;3;1;1
3673;PR43;136;20130206;3;5;3;1;2;2;2;3;1
3674;PR430;316;20141214;2;1;5;1;2;3;2;1;1
3675;PR4300;1336;20200923;5;5;1;1;3;4;2;1;1
3676;PR4301;177;20200923;5;3;3;5;2;3;2;2;1
3677;PR4302;867;20200923;5;1;1;3;3;3;3;1;1
3678;PR4303;1290;20200924;2;3;2;3;1;1;1;2;1
3679;PR4304;1266;20200924;5;3;5;1;1;2;2;0;1
3680;PR4305;727;20200925;2;1;5;2;1;2;2;0;1
3681;PR4306;1356;20200925;2;2;1;1;1;1;2;3;1
3682;PR4307;1099;20200925;3;5;1;2;1;1;3;0;1
3683;PR4308;396;20200926;3;3;3;2;2;3;2;2;1
3684;PR4309;52;20200926;2;2;2;5;1;1;2;0;1
3685;PR431;1324;20141217;5;3;5;5;1;1;3;2;1
3686;PR4310;172;20200927;3;3;2;1;3;3;2;2;1
3687;PR4311;817;20200927;3;5;5;2;1;2;1;0;1
3688;PR4312;1430;20200927;3;3;1;1;3;4;1;2;1
3689;PR4313;1058;20200928;2;1;2;1;3;4;1;0;1
3690;PR4314;1327;20200928;2;5;5;2;2;3;2;2;1
3691;PR4315;534;20200929;2;5;1;3;2;2;3;0;1
3692;PR4316;119;20200930;2;1;3;5;1;2;1;1;1
3693;PR4317;1020;20200930;5;5;1;2;2;2;1;1;1
3694;PR4318;777;20200930;5;5;3;5;1;1;1;1;1
3695;PR4319;256;20200930;5;3;2;3;1;2;2;3;1
3696;PR432;1291;20141218;3;5;1;2;1;1;1;2;1
3697;PR4320;1005;20200930;2;1;2;2;3;3;3;1;1
3698;PR4321;224;20201002;3;3;3;1;3;3;2;1;1
3699;PR4322;746;20201003;3;3;3;3;2;2;3;2;1
3700;PR4323;636;20201003;5;3;2;5;3;4;1;1;1
3701;PR4324;1214;20201003;2;3;5;5;1;1;1;0;1
3702;PR4325;336;20201003;3;3;1;2;2;2;1;2;1
3703;PR4326;716;20201006;5;5;3;2;2;2;2;0;1
3704;PR4327;12;20201007;3;2;5;3;1;2;3;1;1
3705;PR4328;738;20201008;2;2;5;1;3;4;3;0;1
3706;PR4329;1361;20201008;2;2;5;2;1;1;3;1;1
3707;PR433;991;20141220;2;1;2;3;2;2;3;1;1
3708;PR4330;751;20201008;3;1;5;2;3;4;2;3;1
3709;PR4331;1402;20201008;3;2;5;1;2;3;2;0;1
3710;PR4332;384;20201008;2;1;1;5;3;4;3;0;1
3711;PR4333;671;20201009;5;3;3;5;2;2;1;2;1
3712;PR4334;225;20201013;2;1;3;5;2;3;2;1;1
3713;PR4335;583;20201013;2;1;1;3;2;3;1;2;1
3714;PR4336;140;20201014;2;3;5;1;3;4;3;0;1
3715;PR4337;201;20201014;5;5;5;3;1;2;1;2;1
3716;PR4338;531;20201014;5;1;2;1;2;2;1;1;1
3717;PR4339;799;20201014;2;3;3;1;3;4;3;1;1
3718;PR434;1329;20141225;2;3;2;1;3;4;2;2;1
3719;PR4340;280;20201015;5;2;1;2;3;4;2;1;1
3720;PR4341;388;20201016;3;2;5;1;2;2;1;3;1
3721;PR4342;951;20201016;5;2;1;1;3;4;1;1;1
3722;PR4343;1467;20201016;5;5;3;2;2;2;2;0;1
3723;PR4344;32;20201016;2;3;2;3;3;4;3;0;1
3724;PR4345;672;20201016;2;1;2;3;3;3;3;1;1
3725;PR4346;657;20201017;2;1;3;1;3;4;3;0;1
3726;PR4347;1066;20201017;5;2;1;5;1;1;2;2;1
3727;PR4348;392;20201018;2;5;2;1;1;1;1;1;1
3728;PR4349;648;20201019;5;5;2;5;3;4;2;3;1
3729;PR435;634;20141226;5;3;5;2;1;1;2;1;1
3730;PR4350;1167;20201019;2;1;5;5;2;2;1;2;1
3731;PR4351;68;20201019;2;2;2;5;3;3;3;2;1
3732;PR4352;169;20201019;5;1;3;5;1;2;3;0;1
3733;PR4353;1110;20201019;3;2;3;3;2;2;2;1;1
3734;PR4354;760;20201020;5;3;2;2;3;4;1;0;1
3735;PR4355;1458;20201020;3;2;1;5;1;1;2;0;1
3736;PR4356;199;20201021;2;5;2;2;3;4;3;0;1
3737;PR4357;286;20201021;3;3;2;2;2;3;2;1;1
3738;PR4358;377;20201021;3;3;3;1;2;3;3;1;1
3739;PR4359;934;20201022;2;2;1;2;3;3;2;1;1
3740;PR436;431;20141227;5;5;3;5;3;4;2;1;1
3741;PR4360;936;20201023;2;5;2;2;1;2;2;2;1
3742;PR4361;1261;20201023;2;1;1;2;2;3;1;2;1
3743;PR4362;265;20201024;2;1;5;5;3;3;2;0;1
3744;PR4363;663;20201024;3;3;2;2;2;3;3;0;1
3745;PR4364;1179;20201024;2;3;1;2;2;3;3;0;1
3746;PR4365;1382;20201024;3;3;5;3;1;1;3;1;1
3747;PR4366;881;20201025;5;2;5;5;2;2;3;1;1
3748;PR4367;1195;20201025;2;5;3;5;1;2;3;2;1
3749;PR4368;728;20201025;5;1;3;5;2;3;2;3;1
3750;PR4369;1018;20201025;2;5;3;5;1;1;2;3;1
3751;PR437;356;20150101;3;3;1;2;3;3;2;0;1
3752;PR4370;1021;20201025;5;2;2;2;1;1;3;1;1
3753;PR4371;221;20201026;5;5;3;1;3;4;1;1;1
3754;PR4372;1194;20201026;5;3;3;1;1;1;2;1;1
3755;PR4373;794;20201027;5;3;3;3;3;3;2;2;1
3756;PR4374;366;20201027;3;2;5;5;3;4;2;2;1
3757;PR4375;892;20201028;2;1;3;3;2;2;2;0;1
3758;PR4376;811;20201028;3;1;1;5;2;3;3;2;1
3759;PR4377;597;20201028;5;1;3;5;2;3;3;1;1
3760;PR4378;276;20201029;2;1;5;2;1;2;1;0;1
3761;PR4379;574;20201030;3;3;2;1;3;3;3;1;1
3762;PR438;695;20150101;2;1;1;3;1;2;1;2;1
3763;PR4380;55;20201030;3;3;1;3;2;3;1;3;1
3764;PR4381;709;20201030;3;3;2;3;2;2;1;0;1
3765;PR4382;1209;20201030;5;2;1;2;2;3;2;0;1
3766;PR4383;1009;20201030;2;5;2;5;2;3;1;3;1
3767;PR4384;1101;20201031;5;2;3;2;2;3;3;1;1
3768;PR4385;1233;20201031;5;1;2;1;2;2;3;1;1
3769;PR4386;1358;20201101;5;3;1;1;2;2;2;2;1
3770;PR4387;13;20201101;2;5;5;3;1;2;2;1;1
3771;PR4388;729;20201102;5;5;2;2;3;4;1;0;1
3772;PR4389;1198;20201102;2;1;1;3;2;3;1;1;1
3773;PR439;696;20150102;3;2;3;1;2;3;3;1;1
3774;PR4390;1276;20201103;5;5;2;3;2;2;3;0;1
3775;PR4391;1362;20201104;3;2;1;5;2;2;3;1;1
3776;PR4392;208;20201104;3;2;1;2;3;3;1;0;1
3777;PR4393;124;20201105;3;1;1;1;2;2;1;0;1
3778;PR4394;166;20201105;5;5;2;5;2;3;2;3;1
3779;PR4395;608;20201105;3;3;5;2;1;2;2;1;1
3780;PR4396;1162;20201105;2;2;3;5;1;2;1;1;1
3781;PR4397;360;20201105;5;1;1;5;3;4;1;3;1
3782;PR4398;1464;20201106;3;1;3;3;3;3;2;1;1
3783;PR4399;426;20201106;3;3;1;5;1;1;3;2;1
3784;PR44;476;20130206;5;2;5;2;1;1;3;2;1
3785;PR440;1040;20150103;5;2;2;3;1;2;3;0;1
3786;PR4400;1042;20201106;5;3;3;2;2;2;2;2;1
3787;PR4401;995;20201107;2;1;5;1;2;3;1;1;1
3788;PR4402;299;20201107;5;2;5;5;1;2;1;2;1
3789;PR4403;1061;20201107;2;3;3;3;2;3;2;2;1
3790;PR4404;976;20201107;5;2;5;1;2;2;2;0;1
3791;PR4405;1089;20201108;2;1;5;3;1;1;3;1;1
3792;PR4406;961;20201108;3;4;4;4;3;4;3;0;1
3793;PR4407;1242;20201108;2;3;1;3;3;3;3;0;1
3794;PR4408;800;20201108;3;3;3;2;1;2;3;2;1
3795;PR4409;449;20201109;1;3;3;1;1;1;3;0;1
3796;PR441;1417;20150103;5;2;3;2;2;3;3;0;1
3797;PR4410;341;20201110;3;3;3;2;2;2;3;2;1
3798;PR4411;1412;20201110;3;3;1;3;2;3;1;1;1
3799;PR4412;242;20201110;3;1;5;2;2;2;1;0;1
3800;PR4413;1443;20201111;5;5;3;3;2;2;1;1;1
3801;PR4414;1351;20201111;5;1;5;5;1;2;3;2;1
3802;PR4415;933;20201112;2;5;1;2;2;2;1;0;1
3803;PR4416;853;20201113;2;1;1;3;1;2;2;2;1
3804;PR4417;382;20201114;2;2;3;5;2;2;1;1;1
3805;PR4418;173;20201114;2;2;3;5;3;4;1;1;1
3806;PR4419;1454;20201114;5;3;2;3;3;3;2;0;1
3807;PR442;1112;20150103;3;1;2;2;2;2;2;0;1
3808;PR4420;1116;20201116;3;3;3;5;1;2;3;1;1
3809;PR4421;999;20201116;2;2;3;3;2;3;1;0;1
3810;PR4422;1453;20201116;3;2;1;5;2;2;2;1;1
3811;PR4423;1107;20201117;3;3;2;1;3;4;2;2;1
3812;PR4424;438;20201117;3;5;2;2;2;3;2;2;1
3813;PR4425;718;20201117;5;3;1;2;2;2;3;1;1
3814;PR4426;7;20201118;2;5;1;1;1;2;3;1;1
3815;PR4427;748;20201118;3;5;2;1;2;3;3;1;1
3816;PR4428;750;20201118;3;1;2;3;2;3;1;1;1
3817;PR4429;54;20201119;5;2;5;5;2;3;2;0;1
3818;PR443;37;20150104;5;2;2;5;3;4;3;0;1
3819;PR4430;735;20201119;3;5;1;3;1;2;2;0;1
3820;PR4431;1163;20201119;2;1;1;2;2;3;2;0;1
3821;PR4432;730;20201120;2;3;5;1;1;2;2;1;1
3822;PR4433;830;20201120;5;5;1;5;1;2;2;3;1
3823;PR4434;335;20201120;2;3;3;3;1;2;1;0;1
3824;PR4435;1103;20201121;3;5;3;5;1;2;1;3;1
3825;PR4436;670;20201121;5;2;2;3;3;3;1;3;1
3826;PR4437;145;20201122;2;2;2;2;2;2;1;0;1
3827;PR4438;1104;20201123;2;2;5;2;1;1;3;3;1
3828;PR4439;1321;20201123;3;3;3;1;2;3;3;2;1
3829;PR444;472;20150104;5;2;3;5;2;2;3;1;1
3830;PR4440;526;20201124;2;1;5;3;2;3;3;0;1
3831;PR4441;623;20201124;2;2;3;3;3;3;1;0;1
3832;PR4442;1426;20201124;5;2;5;1;2;2;2;1;1
3833;PR4443;587;20201124;3;2;3;2;2;2;1;2;1
3834;PR4444;314;20201125;5;3;3;2;2;2;1;3;1
3835;PR4445;116;20201126;5;2;1;1;2;2;1;3;1
3836;PR4446;413;20201127;5;5;5;2;3;3;2;0;1
3837;PR4447;253;20201127;5;2;1;5;3;3;1;3;1
3838;PR4448;625;20201127;1;2;3;3;3;3;2;0;1
3839;PR4449;1124;20201128;3;4;2;4;2;2;2;3;1
3840;PR445;1433;20150104;2;1;3;1;2;3;2;0;1
3841;PR4450;1015;20201128;3;2;4;3;3;4;1;2;1
3842;PR4451;238;20201129;3;2;1;2;1;2;1;1;1
3843;PR4452;900;20201130;4;4;3;1;1;1;3;0;1
3844;PR4453;1394;20201130;2;1;2;2;1;1;1;2;1
3845;PR4454;408;20201201;3;2;2;3;3;4;1;1;1
3846;PR4455;619;20201201;5;1;2;1;3;4;1;0;1
3847;PR4456;1076;20201202;5;3;5;3;3;3;1;0;1
3848;PR4457;1277;20201202;2;3;1;3;3;3;2;0;1
3849;PR4458;972;20201202;3;2;3;2;3;4;2;1;1
3850;PR4459;334;20201204;3;5;1;5;2;3;1;1;1
3851;PR446;1094;20150105;5;3;1;2;3;4;2;1;1
3852;PR4460;948;20201204;5;5;5;1;2;3;2;1;1
3853;PR4461;1293;20201204;5;2;2;3;3;3;1;0;1
3854;PR4462;1206;20201204;2;3;1;1;2;2;2;1;1
3855;PR4463;418;20201204;2;5;2;2;3;3;1;0;1
3856;PR4464;158;20201204;2;2;3;1;1;1;3;1;1
3857;PR4465;1133;20201206;5;2;1;5;3;4;3;1;1
3858;PR4466;161;20201206;5;3;2;1;1;2;1;1;1
3859;PR4467;511;20201207;5;2;1;3;2;2;1;1;1
3860;PR4468;1057;20201207;2;3;5;1;2;3;1;0;1
3861;PR4469;1265;20201207;3;3;5;5;1;1;1;0;1
3862;PR447;247;20150106;2;5;5;5;3;3;3;3;1
3863;PR4470;582;20201208;3;3;3;1;3;4;3;0;1
3864;PR4471;504;20201208;3;5;1;1;1;2;2;2;1
3865;PR4472;1184;20201210;3;5;1;1;3;3;2;1;1
3866;PR4473;832;20201210;2;1;3;1;3;3;3;1;1
3867;PR4474;468;20201211;2;2;3;5;2;2;3;3;1
3868;PR4475;1086;20201211;5;1;1;1;1;2;2;1;1
3869;PR4476;1331;20201212;2;2;1;1;3;3;1;0;1
3870;PR4477;1325;20201212;3;3;2;3;2;2;3;1;1
3871;PR4478;58;20201214;5;1;3;5;3;4;2;1;1
3872;PR4479;1324;20201215;5;5;5;2;1;2;1;1;1
3873;PR448;1222;20150107;5;3;3;5;3;3;3;0;1
3874;PR4480;883;20201215;3;5;1;3;3;3;3;2;1
3875;PR4481;320;20201215;5;5;2;1;2;2;3;2;1
3876;PR4482;1156;20201215;3;3;5;5;2;3;3;0;1
3877;PR4483;1291;20201216;5;1;5;1;1;1;3;1;1
3878;PR4484;879;20201217;5;3;2;2;2;2;3;1;1
3879;PR4485;801;20201217;5;1;5;5;2;2;2;0;1
3880;PR4486;1095;20201217;5;5;5;3;3;3;1;0;1
3881;PR4487;991;20201218;3;5;5;1;1;1;3;1;1
3882;PR4488;1272;20201218;3;1;5;3;2;3;1;1;1
3883;PR4489;680;20201218;3;5;2;3;3;3;1;0;1
3884;PR449;893;20150108;2;1;1;2;1;1;3;1;1
3885;PR4490;78;20201219;3;5;2;5;3;4;1;0;1
3886;PR4491;533;20201219;3;5;5;1;3;4;1;1;1
3887;PR4492;128;20201219;2;2;2;2;2;3;3;2;1
3888;PR4493;102;20201220;5;5;3;1;1;2;2;1;1
3889;PR4494;916;20201221;2;5;2;2;2;2;3;1;1
3890;PR4495;1432;20201221;5;1;1;3;1;1;3;0;1
3891;PR4496;38;20201221;5;3;5;1;3;3;1;1;1
3892;PR4497;945;20201221;5;2;2;1;2;2;2;1;1
3893;PR4498;539;20201222;5;5;3;3;2;2;3;0;1
3894;PR4499;1329;20201223;5;1;2;2;1;1;2;1;1
3895;PR45;81;20130211;3;5;2;2;1;2;1;3;1
3896;PR450;33;20150110;5;3;2;1;1;2;3;3;1
3897;PR4500;579;20201223;5;2;3;2;2;3;1;0;1
3898;PR4501;1240;20201223;5;5;5;5;3;3;2;0;1
3899;PR4502;586;20201223;2;5;3;5;1;2;1;1;1
3900;PR4503;1029;20201223;3;5;3;5;3;4;3;0;1
3901;PR4504;163;20201223;3;1;1;3;1;2;3;0;1
3902;PR4505;567;20201223;2;3;2;1;2;2;1;2;1
3903;PR4506;942;20201223;2;3;2;3;2;3;1;3;1
3904;PR4507;634;20201224;3;2;5;1;3;4;3;0;1
3905;PR4508;950;20201224;3;2;2;1;2;2;2;0;1
3906;PR4509;979;20201224;3;2;5;5;3;3;1;0;1
3907;PR451;1422;20150110;5;3;1;1;1;2;1;1;1
3908;PR4510;431;20201225;2;5;5;3;3;3;3;1;1
3909;PR4511;1270;20201226;2;2;2;5;1;1;3;1;1
3910;PR4512;141;20201227;2;1;5;5;2;2;3;1;1
3911;PR4513;436;20201227;3;5;1;5;2;2;1;2;1
3912;PR4514;230;20201227;2;3;3;5;1;2;1;1;1
3913;PR4515;22;20201228;2;5;3;2;2;3;1;0;1
3914;PR4516;667;20201229;2;2;1;5;1;1;2;2;1
3915;PR4517;971;20201229;3;5;5;1;1;1;3;0;1
3916;PR4518;194;20201229;3;1;3;1;3;3;1;0;1
3917;PR4519;1316;20201229;2;5;1;1;2;3;2;0;1
3918;PR452;679;20150111;2;2;1;2;3;3;1;1;1
