refund_id,order_id,refund_reason,refund_type,refund_amount,refund_method,refund_status,initiated_at,processed_at
RF0008670,O0195046,delay,partial,541.03,wallet,processed,2025-12-31 08:08:33,2026-01-04 08:08:33
RF0008671,O0195093,user_cancel,full,1362.0,cash,processed,2024-08-21 08:56:33,2024-08-24 08:56:33
RF0008672,O0195117,user_cancel,full,849.0,card,processed,2024-01-24 10:30:38,2024-01-27 10:30:38
RF0008673,O0195134,user_cancel,full,1413.0,cash,processed,2025-07-18 23:22:53,2025-07-21 23:22:53
RF0008674,O0195151,restaurant_issue,partial,414.25,wallet,processed,2025-12-15 20:09:03,2025-12-18 20:09:03
RF0008675,O0195164,delay,partial,328.12,wallet,processed,2025-05-23 19:26:02,2025-05-26 19:26:02
RF0008676,O0195204,restaurant_issue,partial,507.46,card,processed,2023-09-05 02:40:26,2023-09-08 02:40:26
RF0008677,O0195242,delay,partial,1059.92,cash,processed!!!,2024-07-12 18:39:17,2024-07-17 18:39:17
RF0008678,O0195294,delay,partial,156.1,upi,processed,2024-04-25 15:37:42,2024-04-28 15:37:42
RF0008679,O0195300,user_cancel,partial###,838.78,card,processed,2024-03-02 16:40:07,2024-03-06 16:40:07
RF0008680,O0195324,user_cancel,partial,751.58,cash,failed,2024-10-08 13:50:54,2024-10-13 13:50:54
RF0008681,O0195357,delay,partial,846.81,card,processed!!!,2024-05-13 06:35:19,2024-05-18 06:35:19
RF0008682,O0195369,user_cancel,partial,1130.68,card,processed,2025-06-10 03:54:37,2025-06-13 03:54:37
RF0008683,O0195372,user_cancel,partial,587.51,wallet,pending,2024-08-07 12:06:54,2024-08-08 12:06:54
RF0008684,O0195383,restaurant_issue,partial,216.06,card,processed,2025-12-05 22:05:30,2025-12-07 22:05:30
RF0008685,O0195414,restaurant_issue,partial,391.65,card,processed,2025-07-29 19:11:25,2025-07-30 19:11:25
RF0008686,O0195423,user_cancel,partial,184.56,cash,processed,2025-04-29 12:36:26,2025-05-01 12:36:26
RF0008687,O0195446,user_cancel,partial,472.58,upi,failed!!!,2025-04-30 00:40:51,2025-05-01 00:40:51
RF0008688,O0195455,user_cancel,partial,66.9,upi,processed,2025-10-09 14:53:16,2025-10-11 14:53:16
RF0008689,O0195459,delay,partial,269.15,cash,pending,2025-08-26 03:50:47,2025-08-27 03:50:47
RF0008690,O0195482,user_cancel,full,596.0,cash,processed,2025-10-09 11:57:44,2025-10-12 11:57:44
RF0008691,O0195489,user_cancel,partial,325.76,wallet,failed,2025-07-29 10:22:09,2025-07-31 10:22:09
RF0008692,O0195501,restaurant_issue ,partial,815.69,cash,processed,2025-12-23 18:32:36,2025-12-27 18:32:36
RF0008693,O0195527,restaurant_issue,full,1699.0,card,processed,2024-09-01 18:44:28,2024-09-03 18:44:28
RF0008694,O0195546,restaurant_issue,partial,317.67,card,processed,2024-04-03 06:01:33,2024-04-04 06:01:33
RF0008695,O0195613,user_cancel,partial,267.66,cash,pending,2025-10-13 02:03:22,2025-10-15 02:03:22
RF0008696,O0195619,user_cancel,partial,251.24,wallet,processed,2023-08-10 16:26:25,2023-08-15 16:26:25
RF0008697,O0195684,user_cancel,partial,204.74,cash,processed,2025-11-08 10:53:00,2025-11-10 10:53:00
RF0008698,O0195692,user_cancel,partial,745.99,cash,processed,2023-01-14 04:16:44,2023-01-16 04:16:44
RF0008699,O0195704,restaurant_issue,full,503.0,cash,processed!!!,2024-08-09 23:42:09,2024-08-10 23:42:09
RF0008700,O0195739,delay,partial,578.91,upi,processed,2025-09-10 10:36:48,2025-09-11 10:36:48
RF0008701,O0195750,user_cancel,full,692.0,cash,processed,2025-08-11 10:17:05,2025-08-13 10:17:05
RF0008702,O0195796,user_cancel,partial,567.06,wallet,processed,2025-10-29 19:30:03,2025-11-02 19:30:03
RF0008703,O0195802,delay,partial,1289.18,upi,pending,2025-04-07 07:13:29,2025-04-09 07:13:29
RF0008704,O0195807,delay,partial,469.58,cash,processed,2025-01-22 06:27:24,2025-01-24 06:27:24
RF0008705,O0195814,user_cancel,full,1510.0,cash,processed,2025-06-03 18:30:53,2025-06-08 18:30:53
RF0008706,O0195818,user_cancel,partial,1087.43,cash!!!,processed,2024-06-03 20:33:47,2024-06-07 20:33:47
RF0008707,O0195833,restaurant_issue,partial,251.52,wallet,processed,2024-09-09 17:52:14,2024-09-14 17:52:14
RF0008708,O0195847,user_cancel,partial,438.88,card,processed,2025-07-31 19:00:14,2025-08-03 19:00:14
RF0008709,O0195851,restaurant_issue,full,1918.0,wallet,processed,2024-12-14 18:31:44,2024-12-18 18:31:44
RF0008710,O0195888,restaurant_issue,partial,465.45,upi,processed,,2021-10-18 06:20:37
RF0008711,O0195959,user_cancel,full,1655.0,cash,processed,2025-03-18 15:01:18,2025-03-20 15:01:18
RF0008712,O0195967,delay,full,1084.0,cash,processed,2024-07-26 11:20:59,2024-07-30 11:20:59
RF0008713,O0195971,delay,partial,505.9,card,processed,2025-01-17 10:33:43,2025-01-22 10:33:43
RF0008714,O0196082,restaurant_issue,full,1212.0,upi,processed,2023-04-21 21:48:34,2023-04-22 21:48:34
RF0008715,O0196095,delay,full,800.0,card,processed,2024-08-25 07:19:19,2024-08-29 07:19:19
RF0008716,O0196116,restaurant_issue,partial,72.64,cash,processed,2025-04-28 23:14:26,2025-05-03 23:14:26
RF0008717,O0196126,restaurant_issue,partial,497.23,wallet,pending,2024-02-19 23:57:11,2024-02-24 23:57:11
RF0008718,O0196144,delay,partial,97.87,card,processed,2023-10-29 08:14:12,2023-11-03 08:14:12
RF0008719,O0196190,delay,partial,709.7,wallet,processed,2025-05-15 17:13:14,2025-05-16 17:13:14
RF0008720,O0196192,user_cancel,full,1357.0,wallet,processed,2025-11-03 19:00:00,2025-11-04 19:00:00
RF0008721,O0196259,delay,full,1943.0,upi,processed,2022-06-04 15:56:46,2022-06-07 15:56:46
RF0008722,O0196282,restaurant_issue,full,516.0,wallet,processed,2025-11-29 20:44:58,2025-12-01 20:44:58
RF0008723,O0196286,restaurant_issue,partial,535.15,wallet,processed,2025-11-03 00:23:57,2025-11-05 00:23:57
RF0008724,O0196292,delay,partial,393.9,wallet,pending,2024-01-29 17:32:12,2024-01-31 17:32:12
RF0008725,O0196303,user_cancel,partial,142.14,cash,processed,2025-07-09 12:12:53,2025-07-12 12:12:53
RF0008726,O0196355,delay,partial,197.5,card,processed,2025-06-15 16:04:18,2025-06-16 16:04:18
RF0008727,O0196413,user_cancel,full,244.0,cash,processed,2025-07-17 14:42:50,2025-07-21 14:42:50
RF0008728,O0196496,restaurant_issue,partial,411.45,upi,processed,2024-03-16 04:23:59,2024-03-21 04:23:59
RF0008729,O0196518,user_cancel,partial,177.73,wallet,processed,2024-05-15 21:27:24,2024-05-18 21:27:24
RF0008730,O0196558,restaurant_issue,partial,370.49,upi,processed,2022-11-07 11:49:39,2022-11-09 11:49:39
RF0008731,O0196563,delay,partial,339.57,card,processed,2025-06-03 07:50:08,2025-06-04 07:50:08
RF0008732,O0196575,user_cancel,full,928.0,card,processed,2023-11-12 22:46:47,2023-11-14 22:46:47
RF0008733,O0196636,user_cancel,full,333.0,card,pending,2025-07-09 11:18:37,2025-07-13 11:18:37
RF0008734,O0196652,delay,full,262.0,upi,processed,2025-03-10 08:21:25,2025-03-11 08:21:25
RF0008735,O0196690,delay,full,1838.0,card!!!,processed,2025-10-15 07:03:55,2025-10-16 07:03:55
RF0008736,O0196731,user_cancel,partial,477.44,card,processed,2025-12-25 05:55:32,2025-12-28 05:55:32
RF0008737,O0196733,restaurant_issue,partial,205.92,wallet,pending,2025-01-09 15:12:42,2025-01-10 15:12:42
RF0008738,O0196806,restaurant_issue,partial,232.48,upi,processed,2023-05-25 22:07:25,2023-05-28 22:07:25
RF0008739,O0196812,restaurant_issue ,partial,474.93,card,processed,2023-08-21 03:11:46,2023-08-22 03:11:46
RF0008740,O0196850,user_cancel,partial,1185.39,upi,processed,2022-06-18 21:15:19,2022-06-21 21:15:19
RF0008741,O0196853,delay,full,260.0,upi,pending,2025-01-23 21:02:16,2025-01-25 21:02:16
RF0008742,O0196882,restaurant_issue,full,1736.0,upi,processed,2023-06-23 06:51:38,2023-06-27 06:51:38
RF0008743,O0196894,delay,full,170.0,card,processed,2024-03-28 18:01:16,2024-04-01 18:01:16
RF0008744,O0196912,delay,partial,763.03,cash,processed,2025-11-28 13:49:21,2025-12-03 13:49:21
RF0008745,O0196926,user_cancel,full,666.0,card,processed,2024-12-30 18:29:17,2025-01-02 18:29:17
RF0008746,O0196952,delay,partial,213.26,wallet,processed,2024-04-25 17:31:24,2024-04-26 17:31:24
RF0008747,O0196967,restaurant_issue,partial,501.79,wallet,processed,2024-04-13 01:48:46,2024-04-17 01:48:46
RF0008748,O0196995,user_cancel,partial,224.22,card,processed,2025-05-13 14:14:50,2025-05-17 14:14:50
RF0008749,O0197055,delay,full,1621.0,wallet,processed!!!,2024-09-19 12:35:56,2024-09-23 12:35:56
RF0008750,O0197079,restaurant_issue,partial,259.2,upi,processed,2022-09-18 09:09:15,2022-09-19 09:09:15
RF0008751,O0197098,restaurant_issue,partial,586.25,card,processed,2024-11-14 13:47:58,2024-11-15 13:47:58
RF0008752,O0197128,user_cancel,full,628.0,wallet,processed,2025-07-03 14:21:02,2025-07-05 14:21:02
RF0008753,O0197143,user_cancel,full,497.0,wallet,processed,2024-03-26 19:05:14,2024-03-31 19:05:14
RF0008754,O0197150,delay,partial,344.31,wallet,processed,,2025-05-06 18:02:16
RF0008755,O0197173,user_cancel,full,1214.0,wallet,failed,2022-09-22 13:15:33,2022-09-27 13:15:33
RF0008756,O0197215,user_cancel,full,1055.0,upi,processed,2024-12-06 23:40:20,2024-12-10 23:40:20
RF0008757,O0197260,restaurant_issue,full,1102.0,wallet,processed,2025-12-06 10:14:42,2025-12-10 10:14:42
RF0008758,O0197313,user_cancel,partial,703.64,card,processed!!!,2025-05-10 09:03:58,2025-05-14 09:03:58
RF0008759,O0197330,user_cancel,full,1896.0,cash,processed,2025-03-13 15:43:48,2025-03-16 15:43:48
RF0008760,O0197331,delay,full,740.0,upi,processed,2024-11-05 23:44:09,2024-11-07 23:44:09
RF0008761,O0197349,delay,full,524.0,cash,processed,2024-07-08 14:54:26,2024-07-13 14:54:26
RF0008762,O0197359,user_cancel,full,1754.0,cash,processed,2022-12-07 06:57:48,2022-12-08 06:57:48
RF0008763,O0197456,user_cancel,full,1458.0,cash,processed,2023-12-07 15:42:29,2023-12-11 15:42:29
RF0008764,O0197494,restaurant_issue,partial,762.81,wallet,processed,2025-10-18 16:27:51,2025-10-23 16:27:51
RF0008765,O0197502,delay,partial,294.03,upi,processed,2023-04-23 18:30:18,2023-04-28 18:30:18
RF0008766,O0197616,delay,partial,171.47,card,processed,2024-08-23 10:18:48,2024-08-25 10:18:48
RF0008767,O0197661,restaurant_issue,partial,925.65,wallet,processed,2023-03-14 06:59:49,2023-03-19 06:59:49
RF0008768,O0197681,restaurant_issue,partial,158.4,card,processed!!!,2024-06-27 11:09:12,2024-07-01 11:09:12
RF0008769,O0197688,restaurant_issue,full,2255.0,card,pending,2023-11-19 04:49:51,2023-11-21 04:49:51
RF0008770,O0197697,delay,partial,496.24,cash,processed,2024-12-06 18:55:57,2024-12-11 18:55:57
RF0008771,O0197702,user_cancel,partial,447.62,card,failed,2022-11-27 08:23:50,2022-11-29 08:23:50
RF0008772,O0197716,restaurant_issue,partial,382.23,card,processed,2024-07-25 18:31:37,2024-07-26 18:31:37
RF0008773,O0197756,delay,partial,644.65,cash,processed,2023-05-16 11:00:47,2023-05-21 11:00:47
RF0008774,O0197774,restaurant_issue ,partial,266.3,cash,processed,2025-06-07 19:03:31,2025-06-11 19:03:31
RF0008775,O0197777,restaurant_issue,partial,282.28,wallet,processed,2024-03-06 22:10:24,2024-03-10 22:10:24
RF0008776,O0197819,restaurant_issue ,partial,150.76,card,pending,2025-12-12 08:36:05,2025-12-15 08:36:05
RF0008777,O0197861,user_cancel,full,543.0,upi,processed,2025-04-19 08:40:27,2025-04-21 08:40:27
RF0008778,O0197878,user_cancel,partial,408.7,upi,pending,2024-03-17 22:29:37,2024-03-22 22:29:37
RF0008779,O0197883,delay,partial,549.72,cash,processed,2024-05-10 22:43:19,2024-05-15 22:43:19
RF0008780,O0197887,restaurant_issue,partial,391.41,card,processed,2024-05-10 19:08:16,2024-05-13 19:08:16
RF0008781,O0197905,user_cancel,partial###,607.97,card,processed,2025-02-10 09:10:42,2025-02-12 09:10:42
RF0008782,O0197913,user_cancel,partial,721.19,cash,processed!!!,2025-07-19 23:04:31,2025-07-21 23:04:31
RF0008783,O0197921,user_cancel,partial,423.27,card,failed,2024-06-06 09:15:34,2024-06-07 09:15:34
RF0008784,O0197928,restaurant_issue,partial,680.61,cash,processed,2023-12-28 14:52:53,2024-01-02 14:52:53
RF0008785,O0197980,user_cancel,partial,93.19,upi,processed,2024-03-10 07:15:59,2024-03-15 07:15:59
RF0008786,O0198003,delay,full,1464.0,,processed,2023-12-19 14:56:50,2023-12-20 14:56:50
RF0008787,O0198021,delay ,partial,1011.94,card,processed,2024-08-20 14:37:02,2024-08-23 14:37:02
RF0008788,O0198061,user_cancel,partial,1185.45,,processed,2024-06-28 15:26:47,2024-07-01 15:26:47
RF0008789,O0198070,user_cancel,full,928.0,upi,processed,2023-12-20 18:51:54,2023-12-24 18:51:54
RF0008790,O0198111,delay,full,1160.0,wallet,processed,2025-05-27 20:05:20,2025-06-01 20:05:20
RF0008791,O0198142,user_cancel ,partial,670.59,cash,processed,,2025-12-21 10:58:40
RF0008792,O0198143,user_cancel,full,824.0,upi,processed!!!,2024-08-21 20:13:29,2024-08-24 20:13:29
RF0008793,O0198155,restaurant_issue,partial,266.18,cash,processed,2024-02-11 16:34:59,2024-02-12 16:34:59
RF0008794,O0198169,delay,partial,1400.13,wallet,processed,2025-11-19 16:37:51,2025-11-20 16:37:51
RF0008795,O0198173,user_cancel,partial,256.21,upi,processed,2024-12-19 13:29:53,2024-12-21 13:29:53
RF0008796,O0198194,user_cancel,full,1132.0,cash,processed,2024-06-18 00:12:25,2024-06-19 00:12:25
RF0008797,O0198260,user_cancel,full,1218.0,cash,processed,2025-07-16 20:07:29,2025-07-19 20:07:29
RF0008798,O0198263,delay,partial,478.88,upi,processed,2025-05-23 07:23:41,2025-05-27 07:23:41
RF0008799,O0198279,delay,partial,420.45,card,processed,2025-04-27 16:10:21,2025-04-29 16:10:21
RF0008800,O0198281,restaurant_issue,partial,757.87,upi,processed,2025-01-11 23:03:48,2025-01-12 23:03:48
RF0008801,O0198293,delay,partial,176.09,upi,processed,2022-03-08 04:56:46,2022-03-11 04:56:46
RF0008802,O0198344,restaurant_issue,full,1196.0,,processed,2024-07-26 09:09:29,2024-07-29 09:09:29
RF0008803,O0198382,delay,partial,60.76,wallet,processed,2024-01-13 14:13:13,2024-01-15 14:13:13
RF0008804,O0198391,delay,partial,696.99,card,processed,2025-04-28 19:11:10,2025-05-02 19:11:10
RF0008805,O0198411,user_cancel,partial,297.4,cash,pending,2025-09-26 02:59:17,2025-09-28 02:59:17
RF0008806,O0198432,restaurant_issue,partial,590.88,upi,processed,2025-11-18 08:50:17,2025-11-20 08:50:17
RF0008807,O0198435,delay,partial,350.71,wallet,processed,,2025-11-17 10:03:14
RF0008808,O0198478,restaurant_issue,partial,604.08,wallet,processed,,2024-07-10 13:47:41
RF0008809,O0198479,restaurant_issue,partial,427.97,upi,processed,2025-05-19 11:45:20,2025-05-21 11:45:20
RF0008810,O0198510,restaurant_issue,partial,139.91,card,processed,2021-12-07 01:54:55,2021-12-12 01:54:55
RF0008811,O0198513,restaurant_issue,partial,116.22,cash,failed,2025-10-16 04:26:15,2025-10-20 04:26:15
RF0008812,O0198517,delay,partial,668.7,upi,processed,2023-10-13 09:25:41,2023-10-17 09:25:41
RF0008813,O0198541,delay,partial,64.25,cash,processed,2025-11-24 14:37:41,2025-11-25 14:37:41
RF0008814,O0198553,delay ,full,1518.0,wallet,processed,2023-07-03 15:56:40,2023-07-05 15:56:40
RF0008815,O0198554,user_cancel,partial,1465.24,,pending,2025-12-28 07:26:46,2026-01-01 07:26:46
RF0008816,O0198575,restaurant_issue,full###,435.0,upi,processed,2024-03-18 21:35:39,2024-03-21 21:35:39
RF0008817,O0198579,restaurant_issue,full,648.0,cash,processed,2024-10-21 23:37:18,2024-10-25 23:37:18
RF0008818,O0198590,restaurant_issue,partial,229.53,,processed,2022-05-08 02:04:58,2022-05-11 02:04:58
RF0008819,O0198616,user_cancel,partial,304.44,upi,processed,2023-10-01 20:40:13,2023-10-05 20:40:13
RF0008820,O0198623,user_cancel,partial,489.35,card,processed,2025-06-29 17:26:37,2025-06-30 17:26:37
RF0008821,O0198627,user_cancel,partial,1038.42,cash,processed,2024-12-06 13:15:02,2024-12-10 13:15:02
RF0008822,O0198663,restaurant_issue,partial,95.8,,processed,2022-09-17 05:10:51,2022-09-21 05:10:51
RF0008823,O0198698,restaurant_issue ,partial,514.28,card,processed,2025-05-03 16:50:14,2025-05-08 16:50:14
RF0008824,O0198727,delay,partial,332.47,wallet,processed,2025-12-17 07:01:14,2025-12-18 07:01:14
RF0008825,O0198774,delay,partial,450.01,wallet,processed,2024-02-26 22:22:02,2024-03-02 22:22:02
RF0008826,O0198776,restaurant_issue,partial,246.27,cash,processed,2025-10-04 01:48:22,2025-10-07 01:48:22
RF0008827,O0198777,restaurant_issue,partial,545.01,cash,processed,2024-11-19 10:49:30,2024-11-23 10:49:30
RF0008828,O0198930,restaurant_issue ,partial,280.46,cash,processed,2024-02-23 17:27:09,2024-02-24 17:27:09
RF0008829,O0198932,delay,partial,445.43,cash,processed,2025-04-09 20:32:36,2025-04-11 20:32:36
RF0008830,O0198945,restaurant_issue,partial,141.67,cash,pending,2024-12-03 11:56:58,2024-12-06 11:56:58
RF0008831,O0199019,user_cancel,partial,278.27,card,processed,2023-07-15 19:39:37,2023-07-18 19:39:37
RF0008832,O0199111,delay,partial,549.96,cash,processed,2025-05-23 10:07:38,2025-05-28 10:07:38
RF0008833,O0199113,delay,full,712.0,card,processed,2025-06-13 03:24:41,2025-06-18 03:24:41
RF0008834,O0199114,user_cancel,partial,135.99,card,pending,2023-02-17 13:26:58,2023-02-22 13:26:58
RF0008835,O0199133,delay,full###,1759.0,upi,processed,2025-08-26 21:07:15,2025-08-29 21:07:15
RF0008836,O0199138,user_cancel,full,699.0,wallet,processed,2023-03-26 04:36:08,2023-03-29 04:36:08
RF0008837,O0199165,restaurant_issue,full,512.0,card,processed,2024-09-22 22:37:12,2024-09-27 22:37:12
RF0008838,O0199169,user_cancel,partial,269.41,wallet,processed,2025-08-24 15:14:05,2025-08-26 15:14:05
RF0008839,O0199172,delay,partial,263.12,wallet,processed,,2025-01-15 18:40:12
RF0008840,O0199174,user_cancel,full,1288.0,cash,processed,2025-04-06 15:13:14,2025-04-11 15:13:14
RF0008841,O0199175,restaurant_issue,partial,514.81,wallet,processed,2025-04-30 09:04:07,2025-05-05 09:04:07
RF0008842,O0199217,user_cancel,full,762.0,wallet,processed,2025-09-28 12:24:56,2025-10-01 12:24:56
RF0008843,O0199221,delay,partial,385.49,wallet,processed,2025-06-20 01:05:26,2025-06-21 01:05:26
RF0008844,O0199230,delay,partial,205.68,upi,processed,2023-10-12 08:23:44,2023-10-16 08:23:44
RF0008845,O0199269,restaurant_issue ,partial,120.52,card,processed,2024-04-13 23:01:45,2024-04-14 23:01:45
RF0008846,O0199346,user_cancel,partial,156.82,card,processed,2025-12-25 06:25:29,2025-12-27 06:25:29
RF0008847,O0199370,restaurant_issue,partial,219.71,upi,processed,2025-11-15 16:27:41,2025-11-17 16:27:41
RF0008848,O0199373,user_cancel,full,545.0,cash,processed,2024-03-23 05:04:11,2024-03-24 05:04:11
RF0008849,O0199389,user_cancel,partial,131.08,upi,failed,2024-07-06 16:48:08,2024-07-08 16:48:08
RF0008850,O0199413,delay,partial,519.32,wallet,processed,2023-04-27 08:33:20,2023-04-28 08:33:20
RF0008851,O0199435,restaurant_issue,partial,938.42,cash,processed,2025-02-28 05:58:01,2025-03-01 05:58:01
RF0008852,O0199436,delay,partial,507.07,card,processed,2025-08-15 20:19:54,2025-08-19 20:19:54
RF0008853,O0199448,user_cancel,partial,490.75,cash,processed,2024-04-24 19:07:28,2024-04-28 19:07:28
RF0008854,O0199468,user_cancel,full,1697.0,wallet,processed,2022-02-09 01:20:48,2022-02-13 01:20:48
RF0008855,O0199487,restaurant_issue,partial,424.94,card,processed,2024-10-21 05:37:34,2024-10-24 05:37:34
RF0008856,O0199493,restaurant_issue,partial,1066.82,wallet,processed,2025-03-13 01:40:10,2025-03-18 01:40:10
RF0008857,O0199508,restaurant_issue,partial,69.45,upi,pending,2025-12-19 21:14:56,2025-12-22 21:14:56
RF0008858,O0199527,user_cancel,partial,1489.18,wallet,processed,2025-11-08 12:26:04,2025-11-11 12:26:04
RF0008859,O0199593,user_cancel,full,1645.0,cash,failed,2025-06-14 00:07:16,2025-06-16 00:07:16
RF0008860,O0199597,restaurant_issue,partial,442.83,cash,pending,2025-08-06 05:50:31,2025-08-11 05:50:31
RF0008861,O0199631,user_cancel,partial,135.77,card,failed,2025-10-10 23:42:43,2025-10-13 23:42:43
RF0008862,O0199652,user_cancel,full,598.0,card,processed,2025-12-14 15:28:17,2025-12-18 15:28:17
RF0008863,O0199661,user_cancel,full,848.0,cash,processed,2023-04-22 19:16:10,2023-04-27 19:16:10
RF0008864,O0199678,user_cancel,partial,689.61,wallet,processed,2024-11-19 03:18:35,2024-11-24 03:18:35
RF0008865,O0199728,delay,partial,428.81,cash,pending,2025-06-16 11:22:26,2025-06-21 11:22:26
RF0008866,O0199731,user_cancel,full,530.0,wallet,processed,2025-01-14 15:44:03,2025-01-19 15:44:03
RF0008867,O0199768,delay,partial,381.46,upi,processed,2023-02-27 06:23:56,2023-03-01 06:23:56
RF0008868,O0199774,restaurant_issue,partial,155.0,upi,pending,2024-10-09 09:12:44,2024-10-14 09:12:44
RF0008869,O0199782,delay,full,977.0,card,processed,2025-05-17 19:45:18,2025-05-21 19:45:18
RF0008870,O0199785,delay,full,883.0,,processed,2025-12-14 04:32:59,2025-12-19 04:32:59
RF0008871,O0199788,user_cancel,partial,350.14,card,processed,2025-04-30 14:12:27,2025-05-01 14:12:27
RF0008872,O0199794,restaurant_issue,full,596.0,upi,processed,2025-02-12 16:01:36,2025-02-13 16:01:36
RF0008873,O0199798,delay,full,1058.0,cash,processed,2024-10-24 15:44:06,2024-10-25 15:44:06
RF0008874,O0199822,user_cancel ,full,976.0,upi,processed,2024-12-08 06:58:31,2024-12-10 06:58:31
RF0008875,O0199871,restaurant_issue,full,1248.0,wallet,failed,2025-08-11 22:12:46,2025-08-16 22:12:46
RF0008876,O0199877,delay,partial,885.75,cash,processed,2025-06-19 12:13:15,2025-06-24 12:13:15
RF0008877,O0199879,delay,partial,525.21,wallet,processed,2023-07-31 22:02:00,2023-08-01 22:02:00
RF0008878,O0199882,restaurant_issue,partial,147.9,card,processed,2024-07-14 04:54:15,2024-07-17 04:54:15
RF0008879,O0199884,restaurant_issue,full,463.0,upi,processed,2024-09-07 13:58:49,2024-09-08 13:58:49
RF0008880,O0199889,restaurant_issue,partial,478.05,wallet,processed,2023-09-30 04:55:39,2023-10-03 04:55:39
RF0008881,O0199897,delay,full,1706.0,cash,processed,2025-05-07 13:56:50,2025-05-08 13:56:50
RF0008882,O0199898,restaurant_issue,full,1508.0,upi,processed,2025-12-17 00:56:33,2025-12-18 00:56:33
RF0008883,O0199977,user_cancel,full,228.0,wallet,pending,2025-12-15 10:59:50,2025-12-20 10:59:50
RF0008884,O0199979,delay,partial,415.83,upi,processed,2024-09-17 11:27:25,2024-09-18 11:27:25
RF0008885,O0200000,user_cancel,partial,410.67,upi,processed,2023-09-13 03:05:51,2023-09-14 03:05:51
RF0008886,O0200043,restaurant_issue,full,1678.0,wallet,processed,2023-02-10 17:46:45,2023-02-15 17:46:45
RF0008887,O0200048,delay,partial,425.53,card,processed,2024-05-07 08:13:24,2024-05-08 08:13:24
RF0008888,O0200090,user_cancel,partial,610.83,upi,processed,2024-04-11 18:13:11,2024-04-14 18:13:11
RF0008889,O0200095,user_cancel,partial,890.49,upi,processed,2025-11-13 11:01:22,2025-11-14 11:01:22
RF0008890,O0200106,delay,full,560.0,upi,processed,2025-04-29 16:01:18,2025-04-30 16:01:18
RF0008891,O0200109,delay,partial,74.82,cash,processed,2023-06-17 05:28:13,2023-06-20 05:28:13
RF0008892,O0200119,restaurant_issue,partial,125.51,upi,processed,2025-11-04 13:17:20,2025-11-06 13:17:20
RF0008893,O0200120,user_cancel,full,837.0,card,pending,2025-06-21 13:15:35,2025-06-26 13:15:35
RF0008894,O0200137,restaurant_issue,full,626.0,cash,processed,2025-09-03 21:12:58,2025-09-08 21:12:58
RF0008895,O0200200,user_cancel,partial,409.33,wallet,processed,2024-07-17 19:52:44,2024-07-22 19:52:44
RF0008896,O0200225,delay,full,461.0,upi,processed,2024-06-06 11:10:27,2024-06-09 11:10:27
RF0008897,O0200239,restaurant_issue,partial,306.18,cash,pending,2024-12-04 11:53:42,2024-12-09 11:53:42
RF0008898,O0200250,user_cancel,partial,976.95,card,processed,2024-01-08 16:29:20,2024-01-12 16:29:20
RF0008899,O0200285,delay,full,1038.0,upi,processed,2025-09-16 09:41:26,2025-09-19 09:41:26
RF0008900,O0200286,delay,partial,1023.7,card,processed,2024-04-05 21:54:50,2024-04-06 21:54:50
RF0008901,O0200335,restaurant_issue,partial,643.43,card,processed,2025-03-11 01:00:18,2025-03-13 01:00:18
RF0008902,O0200343,restaurant_issue ,partial,1188.72,cash,processed,2024-03-27 23:19:37,2024-03-31 23:19:37
RF0008903,O0200354,delay,partial,606.57,cash,processed,2024-05-17 21:58:16,2024-05-21 21:58:16
RF0008904,O0200362,restaurant_issue,partial,240.07,upi,processed,2025-07-19 04:24:53,2025-07-23 04:24:53
RF0008905,O0200370,delay,full,1494.0,,processed,2025-11-03 16:44:49,2025-11-05 16:44:49
RF0008906,O0200381,restaurant_issue,partial,1563.33,cash,processed,2021-11-05 01:26:32,2021-11-06 01:26:32
RF0008907,O0200395,restaurant_issue,partial,396.73,wallet,processed,2024-08-24 23:13:04,2024-08-28 23:13:04
RF0008908,O0200402,delay,partial,518.29,cash,processed,2025-07-19 09:10:39,2025-07-20 09:10:39
RF0008909,O0200406,restaurant_issue,full,1089.0,cash,processed,2024-04-09 01:39:59,2024-04-13 01:39:59
RF0008910,O0200426,user_cancel,full,1064.0,wallet!!!,failed,2025-03-07 13:48:05,2025-03-10 13:48:05
RF0008911,O0200444,user_cancel,partial,459.31,cash,processed,2025-09-27 11:33:49,2025-10-01 11:33:49
RF0008912,O0200471,delay,full,-1.0,card,processed,2025-08-28 15:17:30,2025-09-02 15:17:30
RF0008913,O0200480,delay,partial,768.33,card,processed,2024-04-08 15:01:19,2024-04-11 15:01:19
RF0008914,O0200508,delay,partial,-1.0,wallet,processed,2024-01-06 17:39:44,2024-01-10 17:39:44
RF0008915,O0200520,user_cancel,partial,429.55,card,processed,2023-08-24 14:48:30,2023-08-25 14:48:30
RF0008916,O0200532,user_cancel,partial,586.6,wallet,processed,2025-11-28 16:04:54,2025-11-29 16:04:54
RF0008917,O0200545,user_cancel,partial,453.35,cash,processed,2025-06-12 17:27:04,2025-06-15 17:27:04
RF0008918,O0200565,restaurant_issue,full,270.0,wallet,processed,2025-03-11 17:25:05,2025-03-14 17:25:05
RF0008919,O0200635,delay,full,1609.0,upi,processed,2024-09-21 17:11:24,2024-09-24 17:11:24
RF0008920,O0200643,user_cancel,partial###,433.56,upi,processed,2025-06-20 02:19:21,2025-06-21 02:19:21
